date,year,season,companyCode,companyName,genre,EPS,shareValue,revenue,netIncome,comprehensiveIcome,IncomeAfterTax
"1120101","111","3","2616","山隆通運股份有限公司","油電燃氣業","1.61","新台幣                 10.0000元","14102125.00","101378.00","156926.00","225664.00"
"1120101","111","3","2617","台灣航業股份有限公司","航運業","3.87","新台幣                 10.0000元","2792497.00","851166.00","875216.00","1616782.00"
"1120101","111","3","2618","長榮航空股份有限公司","航運業","1.21","新台幣                 10.0000元","98626887.00","7929256.00","693122.00","6920683.00"
"1120101","111","3","2630","亞洲航空股份有限公司","航運業","0.05","新台幣                 10.0000元","3021072.00","18554.00","-7451.00","8776.00"
"1120101","111","3","2633","台灣高速鐵路股份有限公司","航運業","0.38","新台幣                 10.0000元","25436157.00","5260418.00","-3033588.00","2143683.00"
"1120101","111","3","2634","漢翔航空工業股份有限公司","航運業","1.46","新台幣                 10.0000元","21284127.00","1026583.00","697421.00","1373707.00"
"1120101","111","3","2636","台驊國際投資控股股份有限公司","航運業","17.15","新台幣                 10.0000元","23998220.00","2354487.00","867834.00","2507044.00"
"1120101","111","3","2637","慧洋海運股份有限公司","航運業","12.71","新台幣                 10.0000元","19662193.00","9799522.00","-296158.00","9488165.00"
"1120101","111","3","2642","台灣宅配通股份有限公司","航運業","1.46","新台幣                 10.0000元","3389906.00","157943.00","12146.00","139730.00"
"1120101","111","3","2701","萬華企業股份有限公司","觀光事業","0.44","新台幣                 10.0000元","169745.00","79087.00","153897.00","198571.00"
"1120101","111","3","2702","華園飯店股份有限公司","觀光事業","0.89","新台幣                 10.0000元","1011239.00","58704.00","179052.00","132616.00"
"1120101","111","3","2704","國賓大飯店股份有限公司","觀光事業","0.24","新台幣                 10.0000元","1042265.00","-249392.00","340010.00","87539.00"
"1120101","111","3","2705","六福開發股份有限公司","觀光事業","-1.84","新台幣                 10.0000元","1110171.00","-255854.00","-96536.00","-352390.00"
"1120101","111","3","2706","第一華僑大飯店股份有限公司","觀光事業","0.55","新台幣                 10.0000元","213055.00","147155.00","184097.00","274396.00"
"1120101","111","3","2707","晶華國際酒店股份有限公司","觀光事業","4.73","新台幣                 10.0000元","3935617.00","794116.00","77320.00","686312.00"
"1120101","111","3","2712","遠雄悅來大飯店股份有限公司","觀光事業","0.11","新台幣                 10.0000元","376440.00","15951.00","-4613.00","11436.00"
"1120101","111","3","2722","夏都國際開發股份有限公司","觀光事業","1.23","新台幣                 10.0000元","644039.00","160208.00","5722.00","132695.00"
"1120101","111","3","2723","開曼美食達人股份有限公司","觀光事業","1.97","新台幣                 10.0000元","14375569.00","524982.00","29078.00","365636.00"
"1120101","111","3","2727","王品餐飲股份有限公司","觀光事業","2.41","新台幣                 10.0000元","13310280.00","209924.00","-39011.00","95667.00"
"1120101","111","3","2731","雄獅旅行社股份有限公司","觀光事業","-7.43","新台幣                 10.0000元","1751136.00","-666538.00","55779.00","-602987.00"
"1120101","111","3","2739","寒舍餐旅管理顧問股份有限公司","觀光事業","-4.15","新台幣                 10.0000元","2232583.00","-332226.00","-158309.00","-380227.00"
"1120101","111","3","2748","雲品國際酒店股份有限公司","觀光事業","0.89","新台幣                 10.0000元","1390803.00","109548.00","-9082.00","80329.00"
"1120101","111","3","2753","八方雲集國際股份有限公司","觀光事業","7.53","新台幣                 10.0000元","5028710.00","567716.00","66132.00","485884.00"
"1120101","111","3","2801","彰化商業銀行股份有限公司","金融保險業","0.80","新台幣                 10.0000元","25138635.00","--","--","8520518.00"
"1120101","111","3","2809","京城商業銀行股份有限公司","金融保險業","0.98","新台幣                 10.0000元","2938144.00","--","--","1098766.00"
"1120101","111","3","2812","台中商業銀行股份有限公司","金融保險業","0.83","新台幣                 10.0000元","11149722.00","--","--","3944826.00"
"1120101","111","3","2816","旺旺友聯產物保險股份有限公司","金融保險業","-3.61","新台幣                 10.0000元","6131180.00","-804472.00","3909.00","-807839.00"
"1120101","111","3","2820","中華票券金融股份有限公司","金融保險業","0.69","新台幣                 10.0000元","1405224.00","--","--","925643.00"
"1120101","111","3","2832","台灣產物保險股份有限公司","金融保險業","1.72","新台幣                 10.0000元","4587325.00","784381.00","112.00","622400.00"
"1120101","111","3","2834","臺灣中小企業銀行股份有限公司","金融保險業","0.88","新台幣                 10.0000元","20751949.00","--","--","7089901.00"
"1120101","111","3","2836","高雄銀行股份有限公司","金融保險業","0.63","新台幣                 10.0000元","2976878.00","--","--","784943.00"
"1120101","111","3","2838","聯邦商業銀行股份有限公司","金融保險業","0.53","新台幣                 10.0000元","11551186.00","--","--","2373725.00"
"1120101","111","3","2845","遠東國際商業銀行股份有限公司","金融保險業","0.70","新台幣                 10.0000元","8368811.00","--","--","2503869.00"
"1120101","111","3","2849","安泰商業銀行股份有限公司","金融保險業","0.82","新台幣                 10.0000元","4621202.00","--","--","1612669.00"
"1120101","111","3","2850","新光產物保險股份有限公司","金融保險業","4.78","新台幣                 10.0000元","14122225.00","1865581.00","9632.00","1511379.00"
"1120101","111","3","2851","中央再保險股份有限公司","金融保險業","0.13","新台幣                 10.0000元","16563590.00","-127872.00","18.00","76185.00"
"1120101","111","3","2852","第一產物保險股份有限公司","金融保險業","1.77","新台幣                 10.0000元","5260152.00","634151.00","-88.00","533094.00"
"1120101","111","3","2855","統一綜合證券股份有限公司","金融保險業","0.35","新台幣                 10.0000元","4593683.00","486915.00","236991.00","516988.00"
"1120101","111","3","2867","三商美邦人壽保險股份有限公司","金融保險業","-1.90","新台幣                 10.0000元","83410907.00","-5421865.00","87427.00","-5662995.00"
"1120101","111","3","2880","華南金融控股股份有限公司","金融保險業","1.02","新台幣                 10.0000元","41842609.00","--","--","13893794.00"
"1120101","111","3","2881","富邦金融控股股份有限公司","金融保險業","6.51","新台幣                 10.0000元","290596130.00","--","--","85006250.00"
"1120101","111","3","2882","國泰金融控股股份有限公司","金融保險業","3.83","新台幣                 10.0000元","306490719.00","--","--","54479332.00"
"1120101","111","3","2883","中華開發金融控股股份有限公司","金融保險業","1.21","新台幣                 10.0000元","99402393.00","--","--","20343551.00"
"1120101","111","3","2884","玉山金融控股股份有限公司","金融保險業","0.82","新台幣                 10.0000元","40031793.00","--","--","11660333.00"
"1120101","111","3","2885","元大金融控股股份有限公司","金融保險業","1.57","新台幣                 10.0000元","75230544.00","--","--","20621863.00"
"1120101","111","3","2886","兆豐金融控股股份有限公司","金融保險業","0.98","新台幣                 10.0000元","42099167.00","--","--","13660401.00"
"1120101","111","3","2887","台新金融控股股份有限公司","金融保險業","0.58","新台幣                 10.0000元","47402064.00","--","--","8263725.00"
"1120101","111","3","2888","新光金融控股股份有限公司","金融保險業","0.65","新台幣                 10.0000元","107980632.00","--","--","10376598.00"
"1120101","111","3","2889","國票金融控股股份有限公司","金融保險業","0.38","新台幣                 10.0000元","4674290.00","--","--","1501872.00"
"1120101","111","3","2890","永豐金融控股股份有限公司","金融保險業","1.14","新台幣                 10.0000元","37036100.00","--","--","12935924.00"
"1120101","111","3","2891","中國信託金融控股股份有限公司","金融保險業","1.60","新台幣                 10.0000元","136757701.00","--","--","33047746.00"
"1120101","111","3","2892","第一金融控股股份有限公司","金融保險業","1.24","新台幣                 10.0000元","52199520.00","--","--","16428297.00"
"1120101","111","3","2897","王道商業銀行股份有限公司","金融保險業","0.58","新台幣                 10.0000元","6979985.00","--","--","2386312.00"
"1120101","111","3","2901","欣欣大眾市場股份有限公司","貿易百貨","0.19","新台幣                 10.0000元","84725.00","6755.00","11139.00","14056.00"
"1120101","111","3","2903","遠東百貨股份有限公司","貿易百貨","0.93","新台幣                 10.0000元","24433296.00","2538340.00","-172385.00","1815857.00"
"1120101","111","3","2904","匯僑股份有限公司","其他","1.24","新台幣                 10.0000元","362519.00","72375.00","37802.00","85360.00"
"1120101","111","3","2905","三商投資控股股份有限公司","貿易百貨","-1.92","新台幣                 10.0000元","188540837.00","--","--","-4458731.00"
"1120101","111","3","2906","高林實業股份有限公司","貿易百貨","0.55","新台幣                 10.0000元","6938518.00","329675.00","68220.00","298995.00"
"1120101","111","3","2908","特力股份有限公司","貿易百貨","0.99","新台幣                 10.0000元","29072444.00","198547.00","399154.00","509858.00"
"1120101","111","3","2910","統領百貨股份有限公司","貿易百貨","0.35","新台幣                 10.0000元","518150.00","119495.00","-51386.00","61076.00"
"1120101","111","3","2911","麗嬰房股份有限公司","貿易百貨","-2.53","新台幣                 10.0000元","2336854.00","-477842.00","28071.00","-463349.00"
"1120101","111","3","2912","統一超商股份有限公司","貿易百貨","7.03","新台幣                 10.0000元","214644668.00","9374417.00","1446300.00","8602506.00"
"1120101","111","3","2913","台灣農林股份有限公司","貿易百貨","-0.09","新台幣                 10.0000元","284601.00","-106613.00","31491.00","-71088.00"
"1120101","111","3","2915","潤泰全球股份有限公司","貿易百貨","25.31","新台幣                 10.0000元","2215434.00","-8000.00","18860550.00","17692460.00"
"1120101","111","3","2923","鼎固控股有限公司","建材營造","0.38","新台幣                 10.0000元","7084815.00","3364436.00","-723406.00","668262.00"
"1120101","111","3","2929","淘帝國際控股有限公司","貿易百貨","1.69","新台幣                 10.0000元","1715977.00","-91524.00","297518.00","183825.00"
"1120101","111","3","2939","凱羿國際集團股份有限公司","貿易百貨","0.67","新台幣                 10.0000元","552320.00","-84065.00","114543.00","25488.00"
"1120101","111","3","2945","三商家購股份有限公司","貿易百貨","0.32","新台幣                 10.0000元","10606992.00","4975.00","16330.00","15933.00"
"1120101","111","3","3002","歐格電子股份有限公司","電腦及週邊設備業","-0.08","新台幣                 10.0000元","574450.00","11765.00","-13946.00","-1587.00"
"1120101","111","3","3003","健和興端子股份有限公司","電子零組件業","5.06","新台幣                 10.0000元","3740293.00","781426.00","318166.00","792132.00"
"1120101","111","3","3004","豐達科技股份有限公司(原宏達)","鋼鐵工業","1.54","新台幣                 10.0000元","1510292.00","75789.00","-16253.00","81165.00"
"1120101","111","3","3005","神基投資控股股份有限公司","電腦及週邊設備業","2.51","新台幣                 10.0000元","24083732.00","2022641.00","-110221.00","1584702.00"
"1120101","111","3","3006","晶豪科技股份有限公司","半導體業","7.06","新台幣                 10.0000元","13541121.00","1547880.00","905833.00","2043186.00"
"1120101","111","3","3008","大立光電股份有限公司","光電業","139.37","新台幣                 10.0000元","33285109.00","13599285.00","9059200.00","18600923.00"
"1120101","111","3","3010","華立企業股份有限公司","電子通路業","9.16","新台幣                 10.0000元","56995263.00","2203153.00","873707.00","2359316.00"
"1120101","111","3","3011","今皓實業股份有限公司","電子零組件業","-0.15","新台幣                 10.0000元","1219462.00","-30314.00","68099.00","-16698.00"
"1120101","111","3","3013","晟銘電子科技股份有限公司","電腦及週邊設備業","0.94","新台幣                 10.0000元","4192543.00","60483.00","160571.00","174258.00"
"1120101","111","3","3014","聯陽半導體股份有限公司","半導體業","6.28","新台幣                 10.0000元","4066615.00","1085778.00","116539.00","1011078.00"
"1120101","111","3","3015","全漢企業股份有限公司","電子零組件業","3.23","新台幣                 10.0000元","11531107.00","393726.00","420813.00","664242.00"
"1120101","111","3","3016","嘉晶電子股份有限公司","半導體業","2.08","新台幣                 10.0000元","4550300.00","668781.00","75575.00","595387.00"
"1120101","111","3","3017","奇鋐科技股份有限公司","電腦及週邊設備業","8.72","新台幣                 10.0000元","41239538.00","4619935.00","177067.00","3415339.00"
"1120101","111","3","3019","亞洲光學股份有限公司","光電業","2.90","新台幣                 10.0000元","14462583.00","973491.00","474239.00","1149110.00"
"1120101","111","3","3021","鴻名企業股份有限公司","電子零組件業","1.55","新台幣                 10.0000元","3003012.00","218770.00","25457.00","149317.00"
"1120101","111","3","3022","威強電工業電腦股份有限公司","電腦及週邊設備業","6.73","新台幣                 10.0000元","5749592.00","1006103.00","519668.00","1186964.00"
"1120101","111","3","3023","信邦電子股份有限公司","電子零組件業","9.71","新台幣                 10.0000元","22570531.00","2537458.00","554876.00","2401849.00"
"1120101","111","3","3024","憶聲電子股份有限公司","光電業","0.28","新台幣                 10.0000元","1211468.00","34451.00","53714.00","76970.00"
"1120101","111","3","3025","星通資訊股份有限公司","通信網路業","0.88","新台幣                 10.0000元","345070.00","9799.00","69074.00","62303.00"
"1120101","111","3","3026","禾伸堂企業股份有限公司","電子零組件業","6.58","新台幣                 10.0000元","11777878.00","1178458.00","59650.00","956765.00"
"1120101","111","3","3027","盛達電業股份有限公司","通信網路業","0.44","新台幣                 10.0000元","832338.00","3151.00","65142.00","47764.00"
"1120101","111","3","3028","增你強股份有限公司","電子通路業","2.73","新台幣                 10.0000元","31390518.00","948733.00","-204268.00","589622.00"
"1120101","111","3","3029","零壹科技股份有限公司","資訊服務業","3.14","新台幣                 10.0000元","9796325.00","546807.00","39110.00","477616.00"
"1120101","111","3","3030","德律科技股份有限公司","其他電子業","6.78","新台幣                 10.0000元","5299035.00","1700525.00","354103.00","1601429.00"
"1120101","111","3","3031","佰鴻工業股份有限公司","光電業","0.85","新台幣                 10.0000元","1174349.00","95225.00","44573.00","141860.00"
"1120101","111","3","3032","偉訓科技股份有限公司","電子零組件業","2.48","新台幣                 10.0000元","4735598.00","302616.00","194356.00","397734.00"
"1120101","111","3","3033","威健實業股份有限公司","電子通路業","3.38","新台幣                 10.0000元","52549338.00","2182529.00","-213187.00","1421235.00"
"1120101","111","3","3034","聯詠科技股份有限公司","半導體業","39.32","新台幣                 10.0000元","87536513.00","27519751.00","2007692.00","23926743.00"
"1120101","111","3","3035","智原科技股份有限公司","半導體業","7.77","新台幣                 10.0000元","9815292.00","2269930.00","174614.00","2013083.00"
"1120101","111","3","3036","文曄科技股份有限公司","電子通路業","7.33","新台幣                 10.0000元","413732579.00","9155471.00","-811324.00","6446823.00"
"1120101","111","3","3037","欣興電子股份有限公司","電子零組件業","15.09","新台幣                 10.0000元","103799486.00","28573415.00","1934509.00","23317586.00"
"1120101","111","3","3038","全台晶像股份有限公司","光電業","2.33","新台幣                 10.0000元","3501279.00","263638.00","159309.00","346348.00"
"1120101","111","3","3040","遠見科技股份有限公司","其他","1.44","新台幣                 10.0000元","116024.00","53552.00","67228.00","90979.00"
"1120101","111","3","3041","揚智科技股份有限公司","半導體業","0.24","新台幣                 10.0000元","2004610.00","123617.00","-51375.00","47802.00"
"1120101","111","3","3042","台灣晶技股份有限公司","電子零組件業","7.63","新台幣                 10.0000元","10162306.00","2187994.00","701765.00","2362902.00"
"1120101","111","3","3043","科風股份有限公司","其他電子業","0.47","新台幣                 10.0000元","875319.00","2274.00","81686.00","83960.00"
"1120101","111","3","3044","健鼎科技股份有限公司","電子零組件業","8.63","新台幣                 10.0000元","51121645.00","5050597.00","684923.00","4538513.00"
"1120101","111","3","3045","台灣大哥大股份有限公司","通信網路業","3.03","新台幣                 10.0000元","121604923.00","12570144.00","-232448.00","9923566.00"
"1120101","111","3","3046","建碁股份有限公司","電腦及週邊設備業","2.03","新台幣                 10.0000元","2553780.00","55757.00","90603.00","144908.00"
"1120101","111","3","3047","訊舟科技股份有限公司","通信網路業","1.26","新台幣                 10.0000元","4513780.00","99413.00","177226.00","250205.00"
"1120101","111","3","3048","益登科技股份有限公司","電子通路業","2.89","新台幣                 10.0000元","88271923.00","1305112.00","-321443.00","760740.00"
"1120101","111","3","3049","和鑫光電股份有限公司","光電業","0.09","新台幣                 10.0000元","1811684.00","-10078.00","116003.00","97079.00"
"1120101","111","3","3050","鈺德科技股份有限公司","光電業","0.39","新台幣                 10.0000元","822753.00","80198.00","6771.00","67830.00"
"1120101","111","3","3051","力特光電科技股份有限公司","光電業","2.63","新台幣                 10.0000元","2325512.00","303516.00","133954.00","445980.00"
"1120101","111","3","3052","夆典科技開發股份有限公司","建材營造","0.73","新台幣                 10.0000元","2022985.00","159130.00","30464.00","145627.00"
"1120101","111","3","3054","立萬利創新股份有限公司","半導體業","-1.35","新台幣                 10.0000元","23813.00","-29637.00","-78225.00","-108724.00"
"1120101","111","3","3055","蔚華科技股份有限公司","電子通路業","-0.47","新台幣                 10.0000元","1519053.00","-259088.00","193443.00","-76603.00"
"1120101","111","3","3056","總太地產開發股份有限公司","建材營造","6.44","新台幣                 10.0000元","5936565.00","1693349.00","19758.00","1412620.00"
"1120101","111","3","3057","喬鼎資訊股份有限公司","電腦及週邊設備業","0.25","新台幣                 10.0000元","741079.00","4923.00","19194.00","22762.00"
"1120101","111","3","3058","立德電子股份有限公司","電子零組件業","-1.10","新台幣                 10.0000元","3439227.00","-108442.00","-58817.00","-172689.00"
"1120101","111","3","3059","華晶科技股份有限公司","光電業","1.26","新台幣                 10.0000元","10738676.00","294037.00","181094.00","339494.00"
"1120101","111","3","3060","銘異科技股份有限公司","電腦及週邊設備業","0.82","新台幣                 10.0000元","2611048.00","-12023.00","171100.00","101547.00"
"1120101","111","3","3062","建漢科技股份有限公司","通信網路業","-0.44","新台幣                 10.0000元","3856855.00","-198819.00","84968.00","-143596.00"
"1120101","111","3","3090","日電貿股份有限公司","電子零組件業","7.58","新台幣                 10.0000元","8043877.00","682664.00","175196.00","1414663.00"
"1120101","111","3","3092","鴻碩精密電工股份有限公司","電子零組件業","1.32","新台幣                 10.0000元","2807764.00","154023.00","-6194.00","122670.00"
"1120101","111","3","3094","聯傑國際股份有限公司","半導體業","0.70","新台幣                 10.0000元","237700.00","54886.00","18526.00","57383.00"
"1120101","111","3","3130","一零四資訊科技股份有限公司","資訊服務業","11.36","新台幣                 10.0000元","1654033.00","441416.00","17399.00","376059.00"
"1120101","111","3","3138","耀登科技股份有限公司","通信網路業","3.39","新台幣                 10.0000元","1236198.00","101736.00","97176.00","159544.00"
"1120101","111","3","3149","正達國際光電股份有限公司","光電業","-0.93","新台幣                 10.0000元","1819948.00","-315679.00","115471.00","-200208.00"
"1120101","111","3","3164","景岳生物科技股份有限公司","生技醫療業","0.50","新台幣                 10.0000元","262529.00","39588.00","9946.00","36290.00"
"1120101","111","3","3167","大量科技股份有限公司","電機機械","4.06","新台幣                 10.0000元","1963045.00","104241.00","272021.00","323848.00"
"1120101","111","3","3189","景碩科技股份有限公司","半導體業","12.83","新台幣                 10.0000元","33012291.00","7722068.00","514322.00","6457312.00"
"1120101","111","3","3209","全科科技股份有限公司","電子通路業","4.24","新台幣                 10.0000元","45243864.00","911100.00","280341.00","910561.00"
"1120101","111","3","3229","晟鈦股份有限公司","電子零組件業","-0.34","新台幣                 10.0000元","584124.00","-42703.00","28836.00","-13451.00"
"1120101","111","3","3231","緯創資通股份有限公司","電腦及週邊設備業","2.55","新台幣                 10.0000元","720764859.00","16778347.00","-268263.00","12718700.00"
"1120101","111","3","3257","虹冠電子工業股份有限公司","半導體業","1.48","新台幣                 10.0000元","456811.00","84193.00","46225.00","118502.00"
"1120101","111","3","3266","昇陽建設企業股份有限公司","建材營造","0.52","新台幣                 10.0000元","2354801.00","155062.00","17947.00","138848.00"
"1120101","111","3","3296","勝德國際研發股份有限公司","電子零組件業","-0.27","新台幣                 10.0000元","1969967.00","-108076.00","81981.00","-26285.00"
"1120101","111","3","3305","昇貿科技股份有限公司","其他電子業","4.37","新台幣                 10.0000元","6791499.00","405175.00","325307.00","575537.00"
"1120101","111","3","3308","聯德電子股份有限公司","電子零組件業","-0.15","新台幣                 10.0000元","184798.00","-21499.00","28836.00","-10652.00"
"1120101","111","3","3311","閎暉實業股份有限公司","通信網路業","1.25","新台幣                 10.0000元","1548597.00","85538.00","27952.00","85192.00"
"1120101","111","3","3312","弘憶國際股份有限公司","電子通路業","2.27","新台幣                 10.0000元","14813873.00","369839.00","52337.00","322787.00"
"1120101","111","3","3321","同泰電子科技股份有限公司","電子零組件業","-0.42","新台幣                 10.0000元","1389944.00","-153746.00","89745.00","-65202.00"
"1120101","111","3","3338","泰碩電子股份有限公司","電子零組件業","2.51","新台幣                 10.0000元","3649018.00","191489.00","107486.00","220679.00"
"1120101","111","3","3346","麗清科技股份有限公司","汽車工業","-0.69","新台幣                 10.0000元","4375996.00","-68628.00","-14978.00","-71095.00"
"1120101","111","3","3356","奇偶科技股份有限公司","光電業","0.82","新台幣                 10.0000元","962196.00","110949.00","36803.00","79046.00"
"1120101","111","3","3376","新日興股份有限公司","電子零組件業","7.80","新台幣                 10.0000元","9365485.00","1244686.00","789722.00","1498328.00"
"1120101","111","3","3380","明泰科技股份有限公司","通信網路業","1.28","新台幣                 10.0000元","24392938.00","1179421.00","-41657.00","839515.00"
"1120101","111","3","3406","玉晶光電股份有限公司","光電業","21.57","新台幣                 10.0000元","13469268.00","2565849.00","683933.00","2433270.00"
"1120101","111","3","3413","京鼎精密科技股份有限公司","半導體業","20.41","新台幣                 10.0000元","10662020.00","2010040.00","359811.00","1927341.00"
"1120101","111","3","3416","融程電訊股份有限公司","電腦及週邊設備業","4.72","新台幣                 10.0000元","1958595.00","341068.00","79283.00","342344.00"
"1120101","111","3","3419","譁裕實業股份有限公司","通信網路業","0.54","新台幣                 10.0000元","1419265.00","-26320.00","83934.00","62801.00"
"1120101","111","3","3432","台端興業股份有限公司","電子零組件業","2.29","新台幣                 10.0000元","15583.00","-26249.00","226093.00","152215.00"
"1120101","111","3","3437","榮創能源科技股份有限公司","光電業","-0.50","新台幣                 10.0000元","2010936.00","-142540.00","70976.00","-73335.00"
"1120101","111","3","3443","創意電子股份有限公司","半導體業","17.64","新台幣                 10.0000元","15956789.00","2610572.00","157959.00","2364049.00"
"1120101","111","3","3447","展達通訊股份有限公司","通信網路業","2.39","新台幣                 10.0000元","4346337.00","202336.00","-2892.00","166320.00"
"1120101","111","3","3450","聯鈞光電股份有限公司","半導體業","1.54","新台幣                 10.0000元","5257400.00","527874.00","337698.00","623032.00"
"1120101","111","3","3454","晶睿通訊股份有限公司","光電業","5.30","新台幣                 10.0000元","6551852.00","498945.00","42660.00","478587.00"
"1120101","111","3","3481","群創光電股份有限公司","光電業","-1.50","新台幣                 10.0000元","175802862.00","-18877238.00","4604699.00","-15528865.00"
"1120101","111","3","3494","誠研科技股份有限公司","電腦及週邊設備業","-0.96","新台幣                 10.0000元","430775.00","-195809.00","-3278.00","-199105.00"
"1120101","111","3","3501","維熹科技股份有限公司","電子零組件業","5.33","新台幣                 10.0000元","4685302.00","525244.00","306327.00","630729.00"
"1120101","111","3","3504","揚明光學股份有限公司","光電業","1.19","新台幣                 10.0000元","3799559.00","88821.00","94610.00","137495.00"
"1120101","111","3","3515","華擎科技股份有限公司","電腦及週邊設備業","8.49","新台幣                 10.0000元","12221460.00","944796.00","398052.00","1177509.00"
"1120101","111","3","3518","柏騰科技股份有限公司","其他電子業","-0.30","新台幣                 10.0000元","374214.00","-20563.00","20900.00","-24104.00"
"1120101","111","3","3528","安馳科技股份有限公司","電子通路業","3.80","新台幣                 10.0000元","4925344.00","557889.00","-199178.00","251470.00"
"1120101","111","3","3530","晶相光電股份有限公司","半導體業","2.11","新台幣                 10.0000元","1605604.00","183652.00","21850.00","162762.00"
"1120101","111","3","3532","台塑勝高科技股份有限公司","半導體業","9.87","新台幣                 10.0000元","11992725.00","3834930.00","913202.00","3826259.00"
"1120101","111","3","3533","嘉澤端子工業股份有限公司","電子零組件業","45.17","新台幣                 10.0000元","20066625.00","5088108.00","1126152.00","4917284.00"
"1120101","111","3","3535","晶彩科技股份有限公司","光電業","3.48","新台幣                 10.0000元","1252079.00","194721.00","128209.00","274883.00"
"1120101","111","3","3536","誠創科技股份有限公司","半導體業","-0.87","新台幣                 10.0000元","349699.00","-89229.00","-9272.00","-98501.00"
"1120101","111","3","3543","州巧科技股份有限公司","光電業","-0.36","新台幣                 10.0000元","2336635.00","-72079.00","38221.00","-38583.00"
"1120101","111","3","3545","敦泰電子股份有限公司","半導體業","-9.53","新台幣                 10.0000元","9590291.00","-2259091.00","394214.00","-1964590.00"
"1120101","111","3","3550","聯穎科技股份有限公司","電子零組件業","-0.18","新台幣                 10.0000元","3139167.00","-46697.00","41087.00","-17530.00"
"1120101","111","3","3557","嘉威生活股份有限公司","其他","5.26","新台幣                 10.0000元","4250487.00","465648.00","70805.00","422772.00"
"1120101","111","3","3563","牧德科技股份有限公司","光電業","10.89","新台幣                 10.0000元","1605088.00","468520.00","138307.00","488742.00"
"1120101","111","3","3576","聯合再生能源股份有限公司","光電業","0.59","新台幣                 10.0000元","13331294.00","623625.00","317236.00","934181.00"
"1120101","111","3","3583","辛耘企業股份有限公司","半導體業","5.29","新台幣                 10.0000元","4077908.00","484722.00","56289.00","425207.00"
"1120101","111","3","3588","通嘉科技股份有限公司","半導體業","2.89","新台幣                 10.0000元","1346654.00","169183.00","35559.00","160786.00"
"1120101","111","3","3591","艾笛森光電股份有限公司","光電業","0.40","新台幣                 10.0000元","1397829.00","36116.00","35882.00","62880.00"
"1120101","111","3","3592","瑞鼎科技股份有限公司","半導體業","46.10","新台幣                 10.0000元","18626035.00","3139458.00","899980.00","3468072.00"
"1120101","111","3","3593","力銘科技股份有限公司","電子零組件業","-0.88","新台幣                 10.0000元","655781.00","-69606.00","-11496.00","-81817.00"
"1120101","111","3","3596","智易科技股份有限公司","通信網路業","6.36","新台幣                 10.0000元","33971579.00","1576889.00","177597.00","1303386.00"
"1120101","111","3","3605","宏致電子股份有限公司","電子零組件業","2.91","新台幣                 10.0000元","8157881.00","136184.00","350657.00","389066.00"
"1120101","111","3","3607","谷崧精密工業股份有限公司","電子零組件業","-1.71","新台幣                 10.0000元","2180851.00","-343763.00","150815.00","-193012.00"
"1120101","111","3","3617","碩天科技股份有限公司","其他電子業","11.93","新台幣                 10.0000元","8406174.00","808617.00","447987.00","980893.00"
"1120101","111","3","3622","洋華光電股份有限公司","光電業","2.49","新台幣                 10.0000元","1230651.00","160071.00","236316.00","390712.00"
"1120101","111","3","3645","達邁科技股份有限公司","電子零組件業","1.42","新台幣                 10.0000元","1570777.00","186437.00","1484.00","178133.00"
"1120101","111","3","3652","精聯電子股份有限公司","電腦及週邊設備業","1.09","新台幣                 10.0000元","1763206.00","90203.00","9907.00","82028.00"
"1120101","111","3","3653","健策精密工業股份有限公司","電子零組件業","14.38","新台幣                 10.0000元","8609329.00","2017772.00","423239.00","1955321.00"
"1120101","111","3","3661","世芯電子股份有限公司","半導體業","18.53","新台幣                 10.0000元","9143073.00","1684231.00","17242.00","1320163.00"
"1120101","111","3","3665","貿聯控股(BizLink Holding Inc.)","其他電子業","19.14","新台幣                 10.0000元","40156628.00","4097600.00","-46170.00","2910696.00"
"1120101","111","3","3669","圓展科技股份有限公司","通信網路業","3.38","新台幣                 10.0000元","2378573.00","288929.00","50620.00","313903.00"
"1120101","111","3","3673","TPK Holding Co., Ltd.","光電業","1.29","新台幣                 10.0000元","75378508.00","756875.00","474055.00","559810.00"
"1120101","111","3","3679","新至陞科技股份有限公司","電子零組件業","10.76","新台幣                 10.0000元","2913079.00","307473.00","593269.00","674526.00"
"1120101","111","3","3682","亞太電信股份有限公司","通信網路業","-0.98","新台幣                 10.0000元","9627312.00","-3291840.00","-85413.00","-4168503.00"
"1120101","111","3","3686","達能科技股份有限公司","半導體業","-0.31","新台幣                 10.0000元","41467.00","-25070.00","1031.00","-24039.00"
"1120101","111","3","3694","海華科技股份有限公司","通信網路業","1.39","新台幣                 10.0000元","7701436.00","187514.00","26052.00","213038.00"
"1120101","111","3","3701","大眾全球投資控股股份有限公司","電腦及週邊設備業","1.74","新台幣                 10.0000元","8822344.00","283474.00","378257.00","574775.00"
"1120101","111","3","3702","大聯大投資控股股份有限公司","電子通路業","5.18","新台幣                 10.0000元","598743979.00","11553644.00","-519960.00","9160109.00"
"1120101","111","3","3703","欣陸投資控股股份有限公司","建材營造","3.21","新台幣                 10.0000元","24477392.00","2910343.00","-125250.00","2546919.00"
"1120101","111","3","3704","合勤投資控股股份有限公司","通信網路業","2.72","新台幣                 10.0000元","21918764.00","1165738.00","329548.00","1170583.00"
